image,json,label,raw_label,split
3178.jpg,3178.json,empty,bottle_empty,train
3179.jpg,3179.json,empty,bottle_empty,train
3183.jpg,3183.json,empty,bottle_empty,train
3190.jpg,3190.json,empty,bottle_empty,train
3193.jpg,3193.json,empty,bottle_empty,train
3196.jpg,3196.json,empty,bottle_empty,train
3201.jpg,3201.json,empty,bottle_empty,train
3203.jpg,3203.json,empty,bottle_empty,train
3205.jpg,3205.json,empty,bottle_empty,train
3214.jpg,3214.json,empty,bottle_empty,train
3228.jpg,3228.json,empty,bottle_empty,train
3234.jpg,3234.json,empty,bottle_empty,train
3237.jpg,3237.json,empty,bottle_empty,train
3238.jpg,3238.json,empty,bottle_empty,train
3240.jpg,3240.json,empty,bottle_empty,train
3241.jpg,3241.json,empty,bottle_empty,train
3247.jpg,3247.json,empty,bottle_empty,train
3253.jpg,3253.json,empty,bottle_empty,train
3261.jpg,3261.json,empty,bottle_empty,train
3270.jpg,3270.json,empty,bottle_empty,train
3276.jpg,3276.json,empty,bottle_empty,train
3279.jpg,3279.json,empty,bottle_empty,train
3281.jpg,3281.json,empty,bottle_empty,train
3284.jpg,3284.json,empty,bottle_empty,train
3292.jpg,3292.json,empty,bottle_empty,train
3293.jpg,3293.json,empty,bottle_empty,train
3295.jpg,3295.json,empty,bottle_empty,train
3296.jpg,3296.json,empty,bottle_empty,train
3297.jpg,3297.json,empty,bottle_empty,train
3300.jpg,3300.json,empty,bottle_empty,train
3302.jpg,3302.json,empty,bottle_empty,train
3304.jpg,3304.json,empty,bottle_empty,train
3305.jpg,3305.json,empty,bottle_empty,train
3306.jpg,3306.json,empty,bottle_empty,train
3307.jpg,3307.json,empty,bottle_empty,train
3308.jpg,3308.json,empty,bottle_empty,train
3309.jpg,3309.json,empty,bottle_empty,train
3310.jpg,3310.json,empty,bottle_empty,train
3312.jpg,3312.json,empty,bottle_empty,train
3313.jpg,3313.json,empty,bottle_empty,train
3314.jpg,3314.json,empty,bottle_empty,train
3316.jpg,3316.json,empty,bottle_empty,train
3317.jpg,3317.json,empty,bottle_empty,train
3318.jpg,3318.json,empty,bottle_empty,train
3322.jpg,3322.json,empty,bottle_empty,train
3323.jpg,3323.json,empty,bottle_empty,train
3324.jpg,3324.json,empty,bottle_empty,train
3389.jpg,3389.json,empty,bottle_empty,train
3390.jpg,3390.json,empty,bottle_empty,train
3391.jpg,3391.json,empty,bottle_empty,train
3392.jpg,3392.json,empty,bottle_empty,train
3393.jpg,3393.json,empty,bottle_empty,train
3394.jpg,3394.json,empty,bottle_empty,train
3395.jpg,3395.json,empty,bottle_empty,train
3396.jpg,3396.json,empty,bottle_empty,train
3397.jpg,3397.json,empty,bottle_empty,train
3399.jpg,3399.json,empty,bottle_empty,train
3400.jpg,3400.json,empty,bottle_empty,train
3402.jpg,3402.json,empty,bottle_empty,train
3403.jpg,3403.json,empty,bottle_empty,train
3406.jpg,3406.json,empty,bottle_empty,train
3407.jpg,3407.json,empty,bottle_empty,train
3408.jpg,3408.json,empty,bottle_empty,train
3409.jpg,3409.json,empty,bottle_empty,train
3410.jpg,3410.json,empty,bottle_empty,train
3411.jpg,3411.json,empty,bottle_empty,train
3412.jpg,3412.json,empty,bottle_empty,train
3413.jpg,3413.json,empty,bottle_empty,train
3414.jpg,3414.json,empty,bottle_empty,train
3415.jpg,3415.json,empty,bottle_empty,train
3416.jpg,3416.json,empty,bottle_empty,train
3417.jpg,3417.json,empty,bottle_empty,train
3418.jpg,3418.json,empty,bottle_empty,train
3419.jpg,3419.json,empty,bottle_empty,train
3420.jpg,3420.json,empty,bottle_empty,train
3421.jpg,3421.json,empty,bottle_empty,train
3422.jpg,3422.json,empty,bottle_empty,train
3423.jpg,3423.json,empty,bottle_empty,train
3424.jpg,3424.json,empty,bottle_empty,train
3426.jpg,3426.json,empty,bottle_empty,train
3428.jpg,3428.json,empty,bottle_empty,train
3431.jpg,3431.json,empty,bottle_empty,train
3433.jpg,3433.json,empty,bottle_empty,train
3434.jpg,3434.json,empty,bottle_empty,train
3435.jpg,3435.json,empty,bottle_empty,train
3436.jpg,3436.json,empty,bottle_empty,train
3437.jpg,3437.json,empty,bottle_empty,train
3438.jpg,3438.json,empty,bottle_empty,train
3439.jpg,3439.json,empty,bottle_empty,train
3440.jpg,3440.json,empty,bottle_empty,train
3441.jpg,3441.json,empty,bottle_empty,train
3442.jpg,3442.json,empty,bottle_empty,train
3445.jpg,3445.json,empty,bottle_empty,train
3446.jpg,3446.json,empty,bottle_empty,train
3447.jpg,3447.json,empty,bottle_empty,train
3449.png,3449.json,empty,bottle_empty,train
3450.png,3450.json,empty,bottle_empty,train
3452.png,3452.json,empty,bottle_empty,train
3453.png,3453.json,empty,bottle_empty,train
3455.png,3455.json,empty,bottle_empty,train
3457.png,3457.json,empty,bottle_empty,train
3458.png,3458.json,empty,bottle_empty,train
3459.png,3459.json,empty,bottle_empty,train
3464.png,3464.json,empty,bottle_empty,train
3476.png,3476.json,empty,bottle_empty,train
3491.png,3491.json,empty,bottle_empty,train
3495.png,3495.json,empty,bottle_empty,train
3497.png,3497.json,empty,bottle_empty,train
3499.png,3499.json,empty,bottle_empty,train
3500.png,3500.json,empty,bottle_empty,train
3501.png,3501.json,empty,bottle_empty,train
3502.png,3502.json,empty,bottle_empty,train
542.jpg,542.json,empty,bottle_empty,train
548.jpg,548.json,empty,bottle_empty,train
577.jpg,577.json,empty,bottle_empty,train
579.jpg,579.json,empty,bottle_empty,train
583.jpg,583.json,empty,bottle_empty,train
584.jpg,584.json,empty,bottle_empty,train
587.jpg,587.json,empty,bottle_empty,train
588.jpg,588.json,empty,bottle_empty,train
589.jpg,589.json,empty,bottle_empty,train
590.jpg,590.json,empty,bottle_empty,train
591.jpg,591.json,empty,bottle_empty,train
592.jpg,592.json,empty,bottle_empty,train
004.jpg,004.json,low,bottle_low,train
018.jpg,018.json,low,bottle_low,train
025.jpg,025.json,low,bottle_low,train
026.jpg,026.json,low,bottle_low,train
027.jpg,027.json,low,bottle_low,train
048.jpg,048.json,low,bottle_low,train
063.jpg,063.json,low,bottle_low,train
067.jpg,067.json,low,bottle_low,train
069.jpg,069.json,low,bottle_low,train
072.jpg,072.json,low,bottle_low,train
074.jpg,074.json,low,bottle_low,train
076.jpg,076.json,low,bottle_low,train
079.jpg,079.json,low,bottle_low,train
085.jpg,085.json,low,bottle_low,train
086.jpg,086.json,low,bottle_low,train
090.jpg,090.json,low,bottle_low,train
1001.png,1001.json,low,bottle_low,train
1006.jpg,1006.json,low,bottle_low,train
1008.jpg,1008.json,low,bottle_low,train
103.jpg,103.json,low,bottle_low,train
1034.jpg,1034.json,low,bottle_low,train
1037.jpg,1037.json,low,bottle_low,train
1040.jpg,1040.json,low,bottle_low,train
1041.jpg,1041.json,low,bottle_low,train
1055.jpg,1055.json,low,bottle_low,train
1057.jpg,1057.json,low,bottle_low,train
1058.jpg,1058.json,low,bottle_low,train
1060.jpg,1060.json,low,bottle_low,train
1061.jpg,1061.json,low,bottle_low,train
1086.jpg,1086.json,low,bottle_low,train
1090.jpg,1090.json,low,bottle_low,train
1091.jpg,1091.json,low,bottle_low,train
1092.jpg,1092.json,low,bottle_low,train
1093.jpg,1093.json,low,bottle_low,train
1094.jpg,1094.json,low,bottle_low,train
1095.jpg,1095.json,low,bottle_low,train
1096.jpg,1096.json,low,bottle_low,train
1098.jpg,1098.json,low,bottle_low,train
3188.jpg,3188.json,low,bottle_low,train
3225.jpg,3225.json,low,bottle_medium,train
3256.jpg,3256.json,low,bottle_low,train
3463.png,3463.json,low,bottle_low,train
500.jpg,500.json,low,bottle_low,train
507.jpg,507.json,low,bottle_low,train
511.jpg,511.json,low,bottle_low,train
533.jpg,533.json,low,bottle_low,train
534.jpg,534.json,low,bottle_low,train
535.jpg,535.json,low,bottle_low,train
536.jpg,536.json,low,bottle_low,train
539.jpg,539.json,low,bottle_low,train
540.jpg,540.json,low,bottle_low,train
541.jpg,541.json,low,bottle_low,train
549.jpg,549.json,low,bottle_low,train
552.jpg,552.json,low,bottle_low,train
562.jpg,562.json,low,bottle_low,train
563.jpg,563.json,low,bottle_low,train
564.jpg,564.json,low,bottle_medium,train
568.jpg,568.json,low,bottle_low,train
571.jpg,571.json,low,bottle_low,train
575.jpg,575.json,low,bottle_low,train
001.jpg,001.json,medium,bottle_medium,train
002.png,002.json,medium,bottle_medium,train
008.jpg,008.json,medium,bottle_medium,train
011.jpg,011.json,medium,bottle_low,train
012.jpg,012.json,medium,bottle_medium,train
013.jpg,013.json,medium,bottle_medium,train
017.jpg,017.json,medium,bottle_medium,train
019.jpg,019.json,medium,bottle_medium,train
020.jpg,020.json,medium,bottle_low,train
022.jpg,022.json,medium,bottle_low,train
023.jpg,023.json,medium,bottle_medium,train
024.jpg,024.json,medium,bottle_low,train
029.jpg,029.json,medium,bottle_low,train
030.jpg,030.json,medium,bottle_medium,train
033.jpg,033.json,medium,bottle_medium,train
035.jpg,035.json,medium,bottle_low,train
036.jpg,036.json,medium,bottle_low,train
037.jpg,037.json,medium,bottle_low,train
039.jpg,039.json,medium,bottle_medium,train
041.jpg,041.json,medium,bottle_medium,train
045.jpg,045.json,medium,bottle_medium,train
046.jpg,046.json,medium,bottle_low,train
047.jpg,047.json,medium,bottle_medium,train
049.jpg,049.json,medium,bottle_medium,train
054.jpg,054.json,medium,bottle_medium,train
055.jpg,055.json,medium,bottle_medium,train
057.jpg,057.json,medium,bottle_low,train
058.jpg,058.json,medium,bottle_medium,train
061.jpg,061.json,medium,bottle_low,train
062.jpg,062.json,medium,bottle_low,train
064.jpg,064.json,medium,bottle_medium,train
065.jpg,065.json,medium,bottle_medium,train
066.jpg,066.json,medium,bottle_medium,train
071.jpg,071.json,medium,bottle_medium,train
075.jpg,075.json,medium,bottle_medium,train
077.jpg,077.json,medium,bottle_low,train
081.jpg,081.json,medium,bottle_high,train
082.jpg,082.json,medium,bottle_medium,train
084.jpg,084.json,medium,bottle_high,train
089.jpg,089.json,medium,bottle_low,train
091.jpg,091.json,medium,bottle_medium,train
092.jpg,092.json,medium,bottle_medium,train
093.jpg,093.json,medium,bottle_low,train
094.jpg,094.json,medium,bottle_medium,train
096.jpg,096.json,medium,bottle_low,train
099.jpg,099.json,medium,bottle_medium,train
100.jpg,100.json,medium,bottle_medium,train
101.jpg,101.json,medium,bottle_low,train
1014.jpg,1014.json,medium,bottle_medium,train
1015.jpg,1015.json,medium,bottle_medium,train
1016.jpg,1016.json,medium,bottle_medium,train
1018.jpg,1018.json,medium,bottle_medium,train
1019.jpg,1019.json,medium,bottle_medium,train
1020.jpg,1020.json,medium,bottle_medium,train
1021.jpg,1021.json,medium,bottle_medium,train
1022.jpg,1022.json,medium,bottle_medium,train
1023.jpg,1023.json,medium,bottle_medium,train
1024.jpg,1024.json,medium,bottle_medium,train
1026.jpg,1026.json,medium,bottle_medium,train
1027.jpg,1027.json,medium,bottle_medium,train
1028.jpg,1028.json,medium,bottle_medium,train
1029.jpg,1029.json,medium,bottle_medium,train
1030.jpg,1030.json,medium,bottle_medium,train
1033.jpg,1033.json,medium,bottle_medium,train
104.jpg,104.json,medium,bottle_medium,train
1042.jpg,1042.json,medium,bottle_medium,train
1043.jpg,1043.json,medium,bottle_medium,train
1044.jpg,1044.json,medium,bottle_medium,train
1045.jpg,1045.json,medium,bottle_medium,train
1047.jpg,1047.json,medium,bottle_medium,train
105.jpg,105.json,medium,bottle_medium,train
1051.jpg,1051.json,medium,bottle_medium,train
1052.jpg,1052.json,medium,bottle_medium,train
1066.jpg,1066.json,medium,bottle_medium,train
1068.jpg,1068.json,medium,bottle_medium,train
1069.jpg,1069.json,medium,bottle_medium,train
1070.jpg,1070.json,medium,bottle_medium,train
1071.jpg,1071.json,medium,bottle_medium,train
1079.jpg,1079.json,medium,bottle_medium,train
1080.jpg,1080.json,medium,bottle_medium,train
1081.jpg,1081.json,medium,bottle_medium,train
1082.jpg,1082.json,medium,bottle_medium,train
1085.jpg,1085.json,medium,bottle_medium,train
1089.jpg,1089.json,medium,bottle_medium,train
271.jpg,271.json,medium,bottle_medium,train
3245.jpg,3245.json,medium,bottle_medium,train
503.jpg,503.json,medium,bottle_medium,train
508.jpg,508.json,medium,bottle_medium,train
513.jpg,513.json,medium,bottle_medium,train
515.jpg,515.json,medium,bottle_medium,train
532.jpg,532.json,medium,bottle_medium,train
543.jpg,543.json,medium,bottle_medium,train
554.jpg,554.json,medium,bottle_medium,train
556.jpg,556.json,medium,bottle_medium,train
567.jpg,567.json,medium,bottle_medium,train
102.jpg,102.json,high,bottle_medium,train
109.jpg,109.json,high,bottle_high,train
116.jpg,116.json,high,bottle_high,train
118.jpeg,118.json,high,bottle_high,train
119.jpeg,119.json,high,bottle_high,train
120.jpg,120.json,high,bottle_high,train
121.jpg,121.json,high,bottle_high,train
122.jpeg,122.json,high,bottle_high,train
123.jpg,123.json,high,bottle_high,train
125.jpg,125.json,high,bottle_high,train
126.jpeg,126.json,high,bottle_high,train
128.jpg,128.json,high,bottle_high,train
129.jpeg,129.json,high,bottle_high,train
130.jpg,130.json,high,bottle_high,train
131.jpeg,131.json,high,bottle_high,train
132.jpg,132.json,high,bottle_high,train
133.jpeg,133.json,high,bottle_high,train
134.jpg,134.json,high,bottle_high,train
136.jpg,136.json,high,bottle_high,train
138.jpg,138.json,high,bottle_high,train
139.jpeg,139.json,high,bottle_high,train
140.jpeg,140.json,high,bottle_high,train
141.jpeg,141.json,high,bottle_high,train
142.jpg,142.json,high,bottle_high,train
143.jpeg,143.json,high,bottle_high,train
148.jpeg,148.json,high,bottle_high,train
150.jpeg,150.json,high,bottle_high,train
151.jpg,151.json,high,bottle_high,train
152.jpeg,152.json,high,bottle_high,train
154.jpeg,154.json,high,bottle_high,train
156.jpeg,156.json,high,bottle_high,train
159.jpeg,159.json,high,bottle_high,train
162.jpg,162.json,high,bottle_high,train
163.jpeg,163.json,high,bottle_high,train
165.jpeg,165.json,high,bottle_high,train
167.jpeg,167.json,high,bottle_high,train
168.jpg,168.json,high,bottle_high,train
169.jpeg,169.json,high,bottle_high,train
171.jpeg,171.json,high,bottle_high,train
177.jpeg,177.json,high,bottle_high,train
189.jpg,189.json,high,bottle_high,train
190.jpg,190.json,high,bottle_high,train
191.jpg,191.json,high,bottle_high,train
194.jpg,194.json,high,bottle_high,train
199.jpeg,199.json,high,bottle_high,train
201.jpg,201.json,high,bottle_high,train
209.jpeg,209.json,high,bottle_high,train
213.png,213.json,high,bottle_high,train
216.jpg,216.json,high,bottle_high,train
218.jpeg,218.json,high,bottle_high,train
220.png,220.json,high,bottle_high,train
221.jpg,221.json,high,bottle_high,train
233.jpeg,233.json,high,bottle_high,train
246.jpeg,246.json,high,bottle_high,train
248.jpeg,248.json,high,bottle_high,train
258.jpeg,258.json,high,bottle_high,train
260.png,260.json,high,bottle_high,train
273.jpg,273.json,high,bottle_high,train
274.jpg,274.json,high,bottle_high,train
283.jpeg,283.json,high,bottle_high,train
289.jpg,289.json,high,bottle_high,train
290.jpg,290.json,high,bottle_high,train
291.jpeg,291.json,high,bottle_high,train
299.jpg,299.json,high,bottle_high,train
301.jpeg,301.json,high,bottle_high,train
3022.jpg,3022.json,high,bottle_high,train
3024.jpg,3024.json,high,bottle_high,train
3025.jpg,3025.json,high,bottle_high,train
3026.jpg,3026.json,high,bottle_high,train
3027.jpg,3027.json,high,bottle_high,train
3028.jpg,3028.json,high,bottle_high,train
3029.jpg,3029.json,high,bottle_high,train
3031.jpg,3031.json,high,bottle_high,train
3033.jpg,3033.json,high,bottle_high,train
3035.jpg,3035.json,high,bottle_high,train
3036.jpg,3036.json,high,bottle_high,train
3037.jpg,3037.json,high,bottle_high,train
304.jpeg,304.json,high,bottle_high,train
3062.jpg,3062.json,high,bottle_high,train
3070.jpg,3070.json,high,bottle_high,train
3072.jpg,3072.json,high,bottle_high,train
3074.jpg,3074.json,high,bottle_high,train
3078.jpg,3078.json,high,bottle_high,train
3081.jpg,3081.json,high,bottle_high,train
3083.jpg,3083.json,high,bottle_high,train
3088.jpg,3088.json,high,bottle_high,train
309.jpeg,309.json,high,bottle_high,train
3095.jpg,3095.json,high,bottle_high,train
3097.jpg,3097.json,high,bottle_high,train
3106.jpg,3106.json,high,bottle_high,train
3107.jpg,3107.json,high,bottle_high,train
3108.jpg,3108.json,high,bottle_high,train
311.jpg,311.json,high,bottle_high,train
3122.jpg,3122.json,high,bottle_high,train
3123.jpg,3123.json,high,bottle_medium,train
3124.jpg,3124.json,high,bottle_high,train
3125.jpg,3125.json,high,bottle_high,train
3126.jpg,3126.json,high,bottle_high,train
3127.jpg,3127.json,high,bottle_high,train
3131.jpg,3131.json,high,bottle_high,train
3132.jpg,3132.json,high,bottle_high,train
3133.jpg,3133.json,high,bottle_high,train
3158.jpg,3158.json,high,bottle_high,train
3162.jpg,3162.json,high,bottle_high,train
3163.jpg,3163.json,high,bottle_high,train
3165.jpg,3165.json,high,bottle_high,train
3166.jpg,3166.json,high,bottle_medium,train
3168.jpg,3168.json,high,bottle_high,train
3169.jpg,3169.json,high,bottle_high,train
3175.jpg,3175.json,high,bottle_high,train
3180.jpg,3180.json,high,bottle_high,train
3182.jpg,3182.json,high,bottle_high,train
3184.jpg,3184.json,high,bottle_high,train
3185.jpg,3185.json,high,bottle_high,train
3189.jpg,3189.json,high,bottle_high,train
3191.jpg,3191.json,high,bottle_high,train
3192.jpg,3192.json,high,bottle_high,train
3194.jpg,3194.json,high,bottle_high,train
3195.jpg,3195.json,high,bottle_high,train
3198.jpg,3198.json,high,bottle_medium,train
320.jpeg,320.json,high,bottle_high,train
3200.jpg,3200.json,high,bottle_high,train
3202.jpg,3202.json,high,bottle_high,train
3206.jpg,3206.json,high,bottle_high,train
3207.jpg,3207.json,high,bottle_high,train
3208.jpg,3208.json,high,bottle_high,train
3210.jpg,3210.json,high,bottle_high,train
3212.jpg,3212.json,high,bottle_high,train
3215.jpg,3215.json,high,bottle_medium,train
3216.jpg,3216.json,high,bottle_high,train
3217.jpg,3217.json,high,bottle_high,train
3218.jpg,3218.json,high,bottle_high,train
3219.jpg,3219.json,high,bottle_high,train
3221.jpg,3221.json,high,bottle_high,train
3222.jpg,3222.json,high,bottle_high,train
3223.jpg,3223.json,high,bottle_high,train
3224.jpg,3224.json,high,bottle_high,train
3226.jpg,3226.json,high,bottle_high,train
3227.jpg,3227.json,high,bottle_high,train
3231.jpg,3231.json,high,bottle_high,train
3232.jpg,3232.json,high,bottle_high,train
3239.jpg,3239.json,high,bottle_high,train
3243.jpg,3243.json,high,bottle_high,train
3244.jpg,3244.json,high,bottle_high,train
3248.jpg,3248.json,high,bottle_high,train
3250.jpg,3250.json,high,bottle_high,train
3251.jpg,3251.json,high,bottle_high,train
3255.jpg,3255.json,high,bottle_high,train
3257.jpg,3257.json,high,bottle_high,train
3258.jpg,3258.json,high,bottle_high,train
3263.jpg,3263.json,high,bottle_high,train
3264.jpg,3264.json,high,bottle_high,train
3265.jpg,3265.json,high,bottle_high,train
3268.jpg,3268.json,high,bottle_high,train
3269.jpg,3269.json,high,bottle_high,train
3271.jpg,3271.json,high,bottle_high,train
3277.jpg,3277.json,high,bottle_high,train
3278.jpg,3278.json,high,bottle_high,train
3283.jpg,3283.json,high,bottle_high,train
3285.jpg,3285.json,high,bottle_high,train
3287.jpg,3287.json,high,bottle_high,train
3325.jpg,3325.json,high,bottle_high,train
3327.jpg,3327.json,high,bottle_high,train
3330.jpg,3330.json,high,bottle_high,train
3332.jpg,3332.json,high,bottle_high,train
3333.jpg,3333.json,high,bottle_high,train
3334.jpg,3334.json,high,bottle_high,train
3337.jpg,3337.json,high,bottle_high,train
3338.jpg,3338.json,high,bottle_high,train
3339.jpg,3339.json,high,bottle_high,train
3342.jpg,3342.json,high,bottle_high,train
3343.jpg,3343.json,high,bottle_high,train
3344.jpg,3344.json,high,bottle_high,train
3345.jpg,3345.json,high,bottle_high,train
3347.jpg,3347.json,high,bottle_high,train
3348.jpg,3348.json,high,bottle_high,train
3349.jpg,3349.json,high,bottle_high,train
3350.jpg,3350.json,high,bottle_high,train
3352.jpg,3352.json,high,bottle_high,train
3353.jpg,3353.json,high,bottle_high,train
3354.jpg,3354.json,high,bottle_high,train
3355.jpg,3355.json,high,bottle_high,train
3358.jpg,3358.json,high,bottle_high,train
3359.jpg,3359.json,high,bottle_high,train
3360.jpg,3360.json,high,bottle_high,train
3362.jpg,3362.json,high,bottle_high,train
3365.jpg,3365.json,high,bottle_high,train
3366.jpg,3366.json,high,bottle_high,train
3367.jpg,3367.json,high,bottle_high,train
3368.jpg,3368.json,high,bottle_high,train
3370.jpg,3370.json,high,bottle_high,train
3371.jpg,3371.json,high,bottle_high,train
3373.jpg,3373.json,high,bottle_high,train
3375.jpg,3375.json,high,bottle_high,train
3376.jpg,3376.json,high,bottle_high,train
3377.jpg,3377.json,high,bottle_high,train
3379.jpg,3379.json,high,bottle_high,train
3380.jpg,3380.json,high,bottle_high,train
3381.jpg,3381.json,high,bottle_high,train
3382.jpg,3382.json,high,bottle_high,train
3385.jpg,3385.json,high,bottle_high,train
3386.jpg,3386.json,high,bottle_high,train
3387.jpg,3387.json,high,bottle_high,train
3388.jpg,3388.json,high,bottle_high,train
3461.png,3461.json,high,bottle_high,train
3462.png,3462.json,high,bottle_high,train
3465.png,3465.json,high,bottle_high,train
3467.png,3467.json,high,bottle_high,train
3468.png,3468.json,high,bottle_high,train
3469.png,3469.json,high,bottle_high,train
3470.png,3470.json,high,bottle_high,train
3471.png,3471.json,high,bottle_high,train
3474.png,3474.json,high,bottle_high,train
3477.png,3477.json,high,bottle_high,train
3478.png,3478.json,high,bottle_high,train
3479.png,3479.json,high,bottle_high,train
3480.png,3480.json,high,bottle_high,train
3481.png,3481.json,high,bottle_high,train
3482.png,3482.json,high,bottle_high,train
3483.png,3483.json,high,bottle_high,train
3484.png,3484.json,high,bottle_high,train
3487.png,3487.json,high,bottle_high,train
3492.png,3492.json,high,bottle_high,train
3498.png,3498.json,high,bottle_high,train
3503.png,3503.json,high,bottle_high,train
3504.png,3504.json,high,bottle_high,train
509.jpg,509.json,high,bottle_medium,train
522.jpg,522.json,high,bottle_high,train
524.jpg,524.json,high,bottle_high,train
529.jpg,529.json,high,bottle_high,train
530.jpg,530.json,high,bottle_high,train
547.jpg,547.json,high,bottle_high,train
555.jpg,555.json,high,bottle_high,train
566.jpg,566.json,high,bottle_high,train
147.jpg,147.json,empty,bottle_empty,val
172.jpg,172.json,empty,bottle_empty,val
198.jpg,198.json,empty,bottle_empty,val
254.jpg,254.json,empty,bottle_empty,val
257.jpg,257.json,empty,bottle_empty,val
282.png,282.json,empty,bottle_high,val
286.jpg,286.json,empty,bottle_empty,val
3000.jpg,3000.json,empty,bottle_empty,val
3003.jpg,3003.json,empty,bottle_empty,val
3005.jpg,3005.json,empty,bottle_empty,val
3007.jpg,3007.json,empty,bottle_empty,val
3011.jpg,3011.json,empty,bottle_empty,val
3017.jpg,3017.json,empty,bottle_empty,val
3018.jpg,3018.json,empty,bottle_empty,val
3044.jpg,3044.json,empty,bottle_empty,val
3047.jpg,3047.json,empty,bottle_empty,val
